2025-07-28 16:42:24 | Mineralys Therapeutics, Inc. | Officer | Shares: 12946 | Value: $181,803.62 | Outstanding: 65,175,287 | Percent: 0.019863% | Link: https://www.sec.gov/Archives/edgar/data/1933414/000196430625000292/0001964306-25-000292.txt
2025-07-28 16:42:25 | Mineralys Therapeutics, Inc. | Officer | Shares: 12946 | Value: $181,803.62 | Outstanding: 65,175,287 | Percent: 0.019863% | Link: https://www.sec.gov/Archives/edgar/data/1693134/000196430625000292/0001964306-25-000292.txt
2025-07-28 16:42:26 | MOHAWK INDUSTRIES INC | Affiliate | Shares: 16000 | Value: $1,933,046.71 | Outstanding: 62,520,000 | Percent: 0.025592% | Link: https://www.sec.gov/Archives/edgar/data/925177/000105407425000113/0001054074-25-000113.txt
2025-07-28 16:42:28 | MOHAWK INDUSTRIES INC | Affiliate | Shares: 16000 | Value: $1,933,046.71 | Outstanding: 62,520,000 | Percent: 0.025592% | Link: https://www.sec.gov/Archives/edgar/data/851968/000105407425000113/0001054074-25-000113.txt
2025-07-28 16:42:29 | NXP SEMICONDUCTORS N.V. | Officer | Shares: 6785 | Value: $1,542,505.97 | Outstanding: 252,114,595 | Percent: 0.002691% | Link: https://www.sec.gov/Archives/edgar/data/1888543/000195004725005232/0001950047-25-005232.txt
2025-07-28 16:42:30 | NXP SEMICONDUCTORS N.V. | Officer | Shares: 6785 | Value: $1,542,505.97 | Outstanding: 252,114,595 | Percent: 0.002691% | Link: https://www.sec.gov/Archives/edgar/data/1413447/000195004725005232/0001950047-25-005232.txt
2025-07-28 16:42:31 | HEALTHCARE SERVICES GROUP, INC. | Officer | Shares: 21368 | Value: $283,126.0 | Outstanding: 72,412,725 | Percent: 0.029509% | Link: https://www.sec.gov/Archives/edgar/data/1502211/000195004725005231/0001950047-25-005231.txt
2025-07-28 16:42:32 | HEALTHCARE SERVICES GROUP, INC. | Officer | Shares: 21368 | Value: $283,126.0 | Outstanding: 72,412,725 | Percent: 0.029509% | Link: https://www.sec.gov/Archives/edgar/data/731012/000195004725005231/0001950047-25-005231.txt
2025-07-28 16:42:33 | Super Micro Computer, Inc. | Officer | Shares: 200000 | Value: $12,000,200.0 | Outstanding: 596,817,646 | Percent: 0.033511% | Link: https://www.sec.gov/Archives/edgar/data/1392942/000200731725000761/0002007317-25-000761.txt
2025-07-28 16:42:34 | Super Micro Computer, Inc. | Officer | Shares: 200000 | Value: $12,000,200.0 | Outstanding: 596,817,646 | Percent: 0.033511% | Link: https://www.sec.gov/Archives/edgar/data/1375365/000200731725000761/0002007317-25-000761.txt
2025-07-28 16:50:49 | Mineralys Therapeutics, Inc. | Officer | Shares: 12946 | Value: $181,803.62 | Outstanding: 65,175,287 | Percent: 0.019863% | Link: https://www.sec.gov/Archives/edgar/data/1933414/000196430625000292/0001964306-25-000292.txt
2025-07-28 16:50:50 | Mineralys Therapeutics, Inc. | Officer | Shares: 12946 | Value: $181,803.62 | Outstanding: 65,175,287 | Percent: 0.019863% | Link: https://www.sec.gov/Archives/edgar/data/1693134/000196430625000292/0001964306-25-000292.txt
2025-07-28 16:50:51 | MOHAWK INDUSTRIES INC | Affiliate | Shares: 16000 | Value: $1,933,046.71 | Outstanding: 62,520,000 | Percent: 0.025592% | Link: https://www.sec.gov/Archives/edgar/data/925177/000105407425000113/0001054074-25-000113.txt
2025-07-28 16:50:52 | MOHAWK INDUSTRIES INC | Affiliate | Shares: 16000 | Value: $1,933,046.71 | Outstanding: 62,520,000 | Percent: 0.025592% | Link: https://www.sec.gov/Archives/edgar/data/851968/000105407425000113/0001054074-25-000113.txt
2025-07-28 16:50:54 | NXP SEMICONDUCTORS N.V. | Officer | Shares: 6785 | Value: $1,542,505.97 | Outstanding: 252,114,595 | Percent: 0.002691% | Link: https://www.sec.gov/Archives/edgar/data/1888543/000195004725005232/0001950047-25-005232.txt
2025-07-28 16:50:55 | NXP SEMICONDUCTORS N.V. | Officer | Shares: 6785 | Value: $1,542,505.97 | Outstanding: 252,114,595 | Percent: 0.002691% | Link: https://www.sec.gov/Archives/edgar/data/1413447/000195004725005232/0001950047-25-005232.txt
2025-07-28 16:50:56 | HEALTHCARE SERVICES GROUP, INC. | Officer | Shares: 21368 | Value: $283,126.0 | Outstanding: 72,412,725 | Percent: 0.029509% | Link: https://www.sec.gov/Archives/edgar/data/1502211/000195004725005231/0001950047-25-005231.txt
2025-07-28 16:50:57 | HEALTHCARE SERVICES GROUP, INC. | Officer | Shares: 21368 | Value: $283,126.0 | Outstanding: 72,412,725 | Percent: 0.029509% | Link: https://www.sec.gov/Archives/edgar/data/731012/000195004725005231/0001950047-25-005231.txt
2025-07-28 17:02:18 | HEALTHCARE SERVICES GROUP, INC. | Officer | Shares: 21368 | Value: $283,126.0 | Percent: 0.029509% | Link: https://www.sec.gov/Archives/edgar/data/731012/000195004725005231/0001950047-25-005231.txt
2025-10-06 19:23:40 | Lee Kang Jyh | Officer | Shares: 10000 | Value: $253,307.5 | Percent: 0.016948% | Link: https://www.sec.gov/Archives/edgar/data/810136/000195917325006354/0001959173-25-006354.txt
2025-10-06 19:43:45 | LILLY ENDOWMENT INC | 10% Stockholder | Shares: 300000 | Value: $251,961,000.0 | Percent: 0.031697% | Link: https://www.sec.gov/Archives/edgar/data/316011/000031601125000024/0000316011-25-000024.txt
2025-10-06 19:43:46 | LILLY ENDOWMENT INC | 10% Stockholder | Shares: 300000 | Value: $251,961,000.0 | Percent: 0.031697% | Link: https://www.sec.gov/Archives/edgar/data/59478/000031601125000024/0000316011-25-000024.txt
2025-10-06 20:11:44 | Hyep Ivan | Officer | Shares: 6514 | Value: $110,998.0 | Percent: 0.011939% | Link: https://www.sec.gov/Archives/edgar/data/2034668/000196922325000831/0001969223-25-000831.txt
2025-10-06 20:11:45 | Hyep Ivan | Officer | Shares: 6514 | Value: $110,998.0 | Percent: 0.011939% | Link: https://www.sec.gov/Archives/edgar/data/2023658/000196922325000831/0001969223-25-000831.txt
2025-10-06 20:11:46 | Powell Mary | Officer | Shares: 11699 | Value: $226,300.0 | Percent: 0.005070% | Link: https://www.sec.gov/Archives/edgar/data/1730240/000192109425001239/0001921094-25-001239.txt
2025-10-06 20:11:47 | Powell Mary | Officer | Shares: 11699 | Value: $226,300.0 | Percent: 0.005070% | Link: https://www.sec.gov/Archives/edgar/data/1469367/000192109425001239/0001921094-25-001239.txt
2025-10-06 20:11:49 | FAIRHOLME CAPITAL MANAGEMENT LLC | Affiliate | Shares: 11000 | Value: $541,860.0 | Percent: 0.018996% | Link: https://www.sec.gov/Archives/edgar/data/1056831/000105683125000004/0001056831-25-000004.txt
2025-10-06 20:11:50 | FAIRHOLME CAPITAL MANAGEMENT LLC | Affiliate | Shares: 11000 | Value: $541,860.0 | Percent: 0.018996% | Link: https://www.sec.gov/Archives/edgar/data/745308/000105683125000004/0001056831-25-000004.txt
2025-10-06 20:11:52 | DANA GERNER | Officer | Shares: 25390 | Value: $478,949.34 | Percent: 0.010386% | Link: https://www.sec.gov/Archives/edgar/data/1970804/000195004725007766/0001950047-25-007766.txt
2025-10-06 20:11:53 | DANA GERNER | Officer | Shares: 25390 | Value: $478,949.34 | Percent: 0.010386% | Link: https://www.sec.gov/Archives/edgar/data/1854587/000195004725007766/0001950047-25-007766.txt
2025-10-06 20:32:03 | JOSEPH NACHMAN | Officer | Shares: 7000 | Value: $222,884.24 | Percent: 0.011100% | Link: https://www.sec.gov/Archives/edgar/data/1540652/000195004725007799/0001950047-25-007799.txt
2025-10-06 20:32:04 | JOSEPH NACHMAN | Officer | Shares: 7000 | Value: $222,884.24 | Percent: 0.011100% | Link: https://www.sec.gov/Archives/edgar/data/1345016/000195004725007799/0001950047-25-007799.txt
2025-10-06 20:32:07 | ROSTISLAV RAYKOV | Director | Shares: 10000 | Value: $97,868.0 | Percent: 0.035930% | Link: https://www.sec.gov/Archives/edgar/data/1468316/000195004725007797/0001950047-25-007797.txt
2025-10-06 20:32:08 | ROSTISLAV RAYKOV | Director | Shares: 10000 | Value: $97,868.0 | Percent: 0.035930% | Link: https://www.sec.gov/Archives/edgar/data/1211583/000195004725007797/0001950047-25-007797.txt
2025-10-06 20:32:11 | CHARLES COLLIER | Officer | Shares: 15404 | Value: $1,591,424.03 | Percent: 0.010455% | Link: https://www.sec.gov/Archives/edgar/data/1951665/000195004725007796/0001950047-25-007796.txt
2025-10-06 20:32:12 | CHARLES COLLIER | Officer | Shares: 15404 | Value: $1,591,424.03 | Percent: 0.010455% | Link: https://www.sec.gov/Archives/edgar/data/1428439/000195004725007796/0001950047-25-007796.txt
2025-10-06 20:44:53 | Green Paula | Officer | Shares: 9724 | Value: $312,986.38 | Percent: 0.016110% | Link: https://www.sec.gov/Archives/edgar/data/1753672/000195917325006366/0001959173-25-006366.txt
2025-10-06 20:44:54 | Green Paula | Officer | Shares: 9724 | Value: $312,986.38 | Percent: 0.016110% | Link: https://www.sec.gov/Archives/edgar/data/1581280/000195917325006366/0001959173-25-006366.txt
2025-10-06 20:44:55 | Kellenberger Paul | Officer | Shares: 10852 | Value: $10,747.82 | Percent: 0.045500% | Link: https://www.sec.gov/Archives/edgar/data/2032765/000195917325006364/0001959173-25-006364.txt
2025-10-06 20:44:57 | Kellenberger Paul | Officer | Shares: 10852 | Value: $10,747.82 | Percent: 0.045500% | Link: https://www.sec.gov/Archives/edgar/data/1637147/000195917325006364/0001959173-25-006364.txt
2025-10-06 20:44:58 | Insight Partners (EU) XI, S.C.Sp | 10% Stockholder | Shares: 18321 | Value: $329,778.0 | Percent: 0.005641% | Link: https://www.sec.gov/Archives/edgar/data/1792450/000197407825000353/0001974078-25-000353.txt
2025-10-06 20:44:59 | Insight Partners (EU) XI, S.C.Sp | 10% Stockholder | Shares: 18321 | Value: $329,778.0 | Percent: 0.005641% | Link: https://www.sec.gov/Archives/edgar/data/1583708/000197407825000353/0001974078-25-000353.txt
2025-10-06 20:54:28 | Finn Patrick John | Officer | Shares: 23747 | Value: $764,344.69 | Percent: 0.039342% | Link: https://www.sec.gov/Archives/edgar/data/1755970/000195917325006367/0001959173-25-006367.txt
2025-10-06 20:54:29 | Finn Patrick John | Officer | Shares: 23747 | Value: $764,344.69 | Percent: 0.039342% | Link: https://www.sec.gov/Archives/edgar/data/1581280/000195917325006367/0001959173-25-006367.txt
2025-10-06 20:54:31 | Atlas Venture Fund XI, LP | Shareholder | Shares: 9753 | Value: $292,687.53 | Percent: 0.022096% | Link: https://www.sec.gov/Archives/edgar/data/2036042/000162828025044334/0001628280-25-044334.txt
2025-10-06 20:54:32 | Atlas Venture Fund XI, LP | Shareholder | Shares: 9753 | Value: $292,687.53 | Percent: 0.022096% | Link: https://www.sec.gov/Archives/edgar/data/1708269/000162828025044334/0001628280-25-044334.txt
2025-10-06 20:54:34 | Insight Partners (Delaware) XI, L.P. | 10% Stockholder | Shares: 19722 | Value: $354,996.0 | Percent: 0.006073% | Link: https://www.sec.gov/Archives/edgar/data/1792443/000197407825000355/0001974078-25-000355.txt
2025-10-06 20:54:35 | Insight Partners (Delaware) XI, L.P. | 10% Stockholder | Shares: 19722 | Value: $354,996.0 | Percent: 0.006073% | Link: https://www.sec.gov/Archives/edgar/data/1583708/000197407825000355/0001974078-25-000355.txt
2025-10-06 21:11:54 | Insight Venture Partners (Delaware) X, L.P. | 10% Stockholder | Shares: 288149 | Value: $5,186,682.0 | Percent: 0.088727% | Link: https://www.sec.gov/Archives/edgar/data/1710835/000197407825000357/0001974078-25-000357.txt
2025-10-06 21:11:55 | Insight Venture Partners (Delaware) X, L.P. | 10% Stockholder | Shares: 288149 | Value: $5,186,682.0 | Percent: 0.088727% | Link: https://www.sec.gov/Archives/edgar/data/1583708/000197407825000357/0001974078-25-000357.txt
2025-10-06 21:11:57 | DeOliveira Erick | Officer | Shares: 6831 | Value: $6,765.42 | Percent: 0.028641% | Link: https://www.sec.gov/Archives/edgar/data/2032720/000195917325006369/0001959173-25-006369.txt
2025-10-06 21:11:58 | DeOliveira Erick | Officer | Shares: 6831 | Value: $6,765.42 | Percent: 0.028641% | Link: https://www.sec.gov/Archives/edgar/data/1637147/000195917325006369/0001959173-25-006369.txt
2025-10-06 21:11:59 | Insight Venture Partners X, L.P. | 10% Stockholder | Shares: 1816558 | Value: $32,698,044.0 | Percent: 0.559354% | Link: https://www.sec.gov/Archives/edgar/data/1710959/000197407825000356/0001974078-25-000356.txt
2025-10-06 21:12:00 | Insight Venture Partners X, L.P. | 10% Stockholder | Shares: 1816558 | Value: $32,698,044.0 | Percent: 0.559354% | Link: https://www.sec.gov/Archives/edgar/data/1583708/000197407825000356/0001974078-25-000356.txt
2025-10-06 21:27:41 | Hartje Karen | Officer | Shares: 5484 | Value: $393,917.0 | Percent: 0.016118% | Link: https://www.sec.gov/Archives/edgar/data/1865032/000197248125000237/0001972481-25-000237.txt
2025-10-06 21:27:42 | Hartje Karen | Officer | Shares: 5484 | Value: $393,917.0 | Percent: 0.016118% | Link: https://www.sec.gov/Archives/edgar/data/1662991/000197248125000237/0001972481-25-000237.txt
2025-10-06 21:27:44 | Insight Partners (Cayman) XI, L.P. | 10% Stockholder | Shares: 154466 | Value: $2,780,388.0 | Percent: 0.047563% | Link: https://www.sec.gov/Archives/edgar/data/1792449/000197407825000359/0001974078-25-000359.txt
2025-10-06 21:27:45 | Insight Partners (Cayman) XI, L.P. | 10% Stockholder | Shares: 154466 | Value: $2,780,388.0 | Percent: 0.047563% | Link: https://www.sec.gov/Archives/edgar/data/1583708/000197407825000359/0001974078-25-000359.txt
2025-10-06 21:27:46 | Laponis Adam | Officer | Shares: 5875 | Value: $189,098.63 | Percent: 0.009733% | Link: https://www.sec.gov/Archives/edgar/data/1827198/000195917325006374/0001959173-25-006374.txt
2025-10-06 21:27:47 | Laponis Adam | Officer | Shares: 5875 | Value: $189,098.63 | Percent: 0.009733% | Link: https://www.sec.gov/Archives/edgar/data/1581280/000195917325006374/0001959173-25-006374.txt
2025-10-06 21:38:03 | Insight Venture Partners X (Co-Investors), L.P. | 10% Stockholder | Shares: 43222 | Value: $777,996.0 | Percent: 0.013309% | Link: https://www.sec.gov/Archives/edgar/data/1710834/000197407825000361/0001974078-25-000361.txt
2025-10-06 21:38:04 | Insight Venture Partners X (Co-Investors), L.P. | 10% Stockholder | Shares: 43222 | Value: $777,996.0 | Percent: 0.013309% | Link: https://www.sec.gov/Archives/edgar/data/1583708/000197407825000361/0001974078-25-000361.txt
2025-10-06 21:38:06 | MICHAEL KLICHINSKY | OFFICER | Shares: 56982 | Value: $14,182.82 | Percent: 0.136359% | Link: https://www.sec.gov/Archives/edgar/data/1967221/000110465925097176/0001104659-25-097176.txt
2025-10-06 21:38:08 | MICHAEL KLICHINSKY | OFFICER | Shares: 56982 | Value: $14,182.82 | Percent: 0.136359% | Link: https://www.sec.gov/Archives/edgar/data/1485003/000110465925097176/0001104659-25-097176.txt
2025-10-06 21:38:09 | Insight Partners Fund X Follow-On Fund, L.P. | 10% Stockholder | Shares: 8679 | Value: $156,222.0 | Percent: 0.002672% | Link: https://www.sec.gov/Archives/edgar/data/1840915/000197407825000360/0001974078-25-000360.txt
2025-10-06 21:38:10 | Insight Partners Fund X Follow-On Fund, L.P. | 10% Stockholder | Shares: 8679 | Value: $156,222.0 | Percent: 0.002672% | Link: https://www.sec.gov/Archives/edgar/data/1583708/000197407825000360/0001974078-25-000360.txt
2025-10-06 21:47:39 | Insight Partners XI, L.P. | 10% Stockholder | Shares: 140993 | Value: $2,537,874.0 | Percent: 0.043415% | Link: https://www.sec.gov/Archives/edgar/data/1792490/000197407825000363/0001974078-25-000363.txt
2025-10-06 21:47:40 | Insight Partners XI, L.P. | 10% Stockholder | Shares: 140993 | Value: $2,537,874.0 | Percent: 0.043415% | Link: https://www.sec.gov/Archives/edgar/data/1583708/000197407825000363/0001974078-25-000363.txt
2025-10-06 22:16:51 | Battery Ventures IX, L.P. | 10% Stockholder | Shares: 370734 | Value: $2,900,000.0 | Percent: 0.137106% | Link: https://www.sec.gov/Archives/edgar/data/1569345/000197407825000365/0001974078-25-000365.txt
2025-10-06 22:16:52 | Battery Ventures IX, L.P. | 10% Stockholder | Shares: 370734 | Value: $2,900,000.0 | Percent: 0.137106% | Link: https://www.sec.gov/Archives/edgar/data/1485934/000197407825000365/0001974078-25-000365.txt
2025-10-06 22:16:53 | Swayze Eric | Officer | Shares: 6849 | Value: $472,718.0 | Percent: 0.004297% | Link: https://www.sec.gov/Archives/edgar/data/1791058/000197248125000238/0001972481-25-000238.txt
2025-10-06 22:16:54 | Swayze Eric | Officer | Shares: 6849 | Value: $472,718.0 | Percent: 0.004297% | Link: https://www.sec.gov/Archives/edgar/data/874015/000197248125000238/0001972481-25-000238.txt
2025-10-06 23:01:52 | SL SPV-2, L.P. | See remarks | Shares: 183453 | Value: $25,819,175.22 | Percent: 0.054172% | Link: https://www.sec.gov/Archives/edgar/data/1767114/000119312525232205/0001193125-25-232205.txt
2025-10-06 23:01:53 | SL SPV-2, L.P. | See remarks | Shares: 183453 | Value: $25,819,175.22 | Percent: 0.054172% | Link: https://www.sec.gov/Archives/edgar/data/1571996/000119312525232205/0001193125-25-232205.txt
2025-10-06 23:01:54 | Jonathan Cherry | Officer, Director | Shares: 14911 | Value: $353,721.49 | Percent: 0.013862% | Link: https://www.sec.gov/Archives/edgar/data/2014773/000110465925097205/0001104659-25-097205.txt
2025-10-06 23:01:55 | Jonathan Cherry | Officer, Director | Shares: 14911 | Value: $353,721.49 | Percent: 0.013862% | Link: https://www.sec.gov/Archives/edgar/data/1526243/000110465925097205/0001104659-25-097205.txt
2025-10-06 23:01:56 | Silver Lake Partners V DE (AIV), L.P. | See Remarks | Shares: 108753 | Value: $15,305,897.22 | Percent: 0.032114% | Link: https://www.sec.gov/Archives/edgar/data/1737659/000119312525232203/0001193125-25-232203.txt
2025-10-06 23:01:57 | Silver Lake Partners V DE (AIV), L.P. | See Remarks | Shares: 108753 | Value: $15,305,897.22 | Percent: 0.032114% | Link: https://www.sec.gov/Archives/edgar/data/1571996/000119312525232203/0001193125-25-232203.txt
2025-10-06 23:01:58 | Silver Lake Partners IV, L.P. | See Remarks | Shares: 211924 | Value: $29,826,183.76 | Percent: 0.062580% | Link: https://www.sec.gov/Archives/edgar/data/1571996/000119312525232202/0001193125-25-232202.txt
2025-10-06 23:01:59 | Silver Lake Partners IV, L.P. | See Remarks | Shares: 211924 | Value: $29,826,183.76 | Percent: 0.062580% | Link: https://www.sec.gov/Archives/edgar/data/1552054/000119312525232202/0001193125-25-232202.txt
2025-10-07 10:43:30 | Doherty John N. | Officer | Shares: 18580 | Value: $28,055.8 | Percent: 0.012027% | Link: https://www.sec.gov/Archives/edgar/data/1645756/000197640825000332/0001976408-25-000332.txt
2025-10-07 10:43:31 | Doherty John N. | Officer | Shares: 18580 | Value: $28,055.8 | Percent: 0.012027% | Link: https://www.sec.gov/Archives/edgar/data/1432133/000197640825000332/0001976408-25-000332.txt
2025-10-07 14:27:10 | BURKE JAMES A | Officer | Shares: 21376 | Value: $4,307,029.31 | Percent: 0.006309% | Link: https://www.sec.gov/Archives/edgar/data/1692819/000195917325006377/0001959173-25-006377.txt
2025-10-07 14:27:11 | BURKE JAMES A | Officer | Shares: 21376 | Value: $4,307,029.31 | Percent: 0.006309% | Link: https://www.sec.gov/Archives/edgar/data/1268406/000195917325006377/0001959173-25-006377.txt
2025-10-07 14:44:41 | Shao Wei-Ming | Officer | Shares: 30000 | Value: $10,721,038.21 | Percent: 0.011367% | Link: https://www.sec.gov/Archives/edgar/data/1663488/000195917325006378/0001959173-25-006378.txt
2025-10-07 14:44:42 | Shao Wei-Ming | Officer | Shares: 30000 | Value: $10,721,038.21 | Percent: 0.011367% | Link: https://www.sec.gov/Archives/edgar/data/1050446/000195917325006378/0001959173-25-006378.txt
2025-10-07 14:44:43 | William Harris | Director | Shares: 80000 | Value: $272,000.0 | Percent: 0.042759% | Link: https://www.sec.gov/Archives/edgar/data/1526532/000162828025044422/0001628280-25-044422.txt
2025-10-07 14:44:44 | William Harris | Director | Shares: 80000 | Value: $272,000.0 | Percent: 0.042759% | Link: https://www.sec.gov/Archives/edgar/data/1500881/000162828025044422/0001628280-25-044422.txt
2025-10-07 15:34:28 | BRUNO ELIZABETH P | Board Member | Shares: 5230 | Value: $398,894.72 | Percent: 0.012008% | Link: https://www.sec.gov/Archives/edgar/data/1270956/000197372725000036/0001973727-25-000036.txt
2025-10-07 15:34:29 | BRUNO ELIZABETH P | Board Member | Shares: 5230 | Value: $398,894.72 | Percent: 0.012008% | Link: https://www.sec.gov/Archives/edgar/data/746598/000197372725000036/0001973727-25-000036.txt
2025-10-07 17:52:25 | Guyer William | Officer | Shares: 20000 | Value: $1,797,000.0 | Percent: 0.018981% | Link: https://www.sec.gov/Archives/edgar/data/1879013/000197325125000081/0001973251-25-000081.txt
2025-10-07 17:52:26 | Guyer William | Officer | Shares: 20000 | Value: $1,797,000.0 | Percent: 0.018981% | Link: https://www.sec.gov/Archives/edgar/data/1088856/000197325125000081/0001973251-25-000081.txt
2025-10-07 18:44:01 | LANDY SAMUEL A | Officer | Shares: 20000 | Value: $281,808.11 | Percent: 0.023549% | Link: https://www.sec.gov/Archives/edgar/data/1232891/000195779925000215/0001957799-25-000215.txt
2025-10-07 18:44:01 | LANDY SAMUEL A | Officer | Shares: 20000 | Value: $281,808.11 | Percent: 0.023549% | Link: https://www.sec.gov/Archives/edgar/data/752642/000195779925000215/0001957799-25-000215.txt
2025-10-07 19:26:37 | Utzschneider Lisa | Officer | Shares: 9264 | Value: $94,430.73 | Percent: 0.005575% | Link: https://www.sec.gov/Archives/edgar/data/1842718/000195917325006382/0001959173-25-006382.txt
2025-10-07 19:26:38 | Utzschneider Lisa | Officer | Shares: 9264 | Value: $94,430.73 | Percent: 0.005575% | Link: https://www.sec.gov/Archives/edgar/data/1651659/000195917325006382/0001959173-25-006382.txt
2025-10-07 20:17:40 | THE GREEN FAMILY 2020 IRREVOCABLE TRUST U/A 10/28/2020 | Former Affiliate | Shares: 887544 | Value: $19,295,206.56 | Percent: 0.223051% | Link: https://www.sec.gov/Archives/edgar/data/1759509/000195004725007810/0001950047-25-007810.txt
2025-10-07 20:17:41 | THE GREEN FAMILY 2020 IRREVOCABLE TRUST U/A 10/28/2020 | Former Affiliate | Shares: 887544 | Value: $19,295,206.56 | Percent: 0.223051% | Link: https://www.sec.gov/Archives/edgar/data/1677874/000195004725007810/0001950047-25-007810.txt
2025-10-07 20:17:42 | Timothy Rolph | Officer | Shares: 56369 | Value: $2,595,229.0 | Percent: 0.070471% | Link: https://www.sec.gov/Archives/edgar/data/1779479/000196858225000983/0001968582-25-000983.txt
2025-10-07 20:17:43 | Timothy Rolph | Officer | Shares: 56369 | Value: $2,595,229.0 | Percent: 0.070471% | Link: https://www.sec.gov/Archives/edgar/data/1744659/000196858225000983/0001968582-25-000983.txt
2025-10-07 20:17:45 | COLEEN GLESSNER | Officer | Shares: 30608 | Value: $306,080.0 | Percent: 0.057371% | Link: https://www.sec.gov/Archives/edgar/data/1919170/000195004725007809/0001950047-25-007809.txt
2025-10-07 20:17:47 | Mattke Timothy J. | Officer | Shares: 139203 | Value: $3,771,685.26 | Percent: 0.060386% | Link: https://www.sec.gov/Archives/edgar/data/1465105/000195917325006384/0001959173-25-006384.txt
2025-10-07 20:17:48 | COLEEN GLESSNER | Officer | Shares: 30608 | Value: $306,080.0 | Percent: 0.057371% | Link: https://www.sec.gov/Archives/edgar/data/1367644/000195004725007809/0001950047-25-007809.txt
2025-10-07 20:17:48 | Mattke Timothy J. | Officer | Shares: 139203 | Value: $3,771,685.26 | Percent: 0.060386% | Link: https://www.sec.gov/Archives/edgar/data/876437/000195917325006384/0001959173-25-006384.txt
2025-10-07 20:34:23 | Peter Chapman | Affiliate | Shares: 814601 | Value: $65,157,738.64 | Percent: 0.250754% | Link: https://www.sec.gov/Archives/edgar/data/1885490/000162828025044502/0001628280-25-044502.txt
2025-10-07 20:34:24 | Peter Chapman | Affiliate | Shares: 814601 | Value: $65,157,738.64 | Percent: 0.250754% | Link: https://www.sec.gov/Archives/edgar/data/1824920/000162828025044502/0001628280-25-044502.txt
2025-10-07 20:34:25 | Remer Eric Richard | Officer and Director | Shares: 19200 | Value: $212,150.4 | Percent: 0.010470% | Link: https://www.sec.gov/Archives/edgar/data/1856906/000195917325006386/0001959173-25-006386.txt
2025-10-07 20:34:26 | Remer Eric Richard | Officer and Director | Shares: 19200 | Value: $212,150.4 | Percent: 0.010470% | Link: https://www.sec.gov/Archives/edgar/data/1853145/000195917325006386/0001959173-25-006386.txt
2025-10-07 20:34:27 | OCAMPO SUSAN | 10% Stockholder | Shares: 62476 | Value: $7,996,928.0 | Percent: 0.083893% | Link: https://www.sec.gov/Archives/edgar/data/1493594/000194984625000522/0001949846-25-000522.txt
2025-10-07 20:34:28 | OCAMPO SUSAN | 10% Stockholder | Shares: 62476 | Value: $7,996,928.0 | Percent: 0.083893% | Link: https://www.sec.gov/Archives/edgar/data/1252243/000194984625000522/0001949846-25-000522.txt
2025-10-07 20:34:30 | HUANG JEN HSUN | Officer | Shares: 75000 | Value: $13,986,017.0 | Percent: 0.000309% | Link: https://www.sec.gov/Archives/edgar/data/1197649/000192109425001245/0001921094-25-001245.txt
2025-10-07 20:34:31 | HUANG JEN HSUN | Officer | Shares: 75000 | Value: $13,986,017.0 | Percent: 0.000309% | Link: https://www.sec.gov/Archives/edgar/data/1045810/000192109425001245/0001921094-25-001245.txt
2025-10-07 20:45:07 | Kashani Ali | Officer | Shares: 12930 | Value: $194,954.66 | Percent: 0.020997% | Link: https://www.sec.gov/Archives/edgar/data/1983489/000197407825000369/0001974078-25-000369.txt
2025-10-07 20:45:07 | Kashani Ali | Officer | Shares: 12930 | Value: $194,954.66 | Percent: 0.020997% | Link: https://www.sec.gov/Archives/edgar/data/1832483/000197407825000369/0001974078-25-000369.txt
2025-10-07 20:45:08 | SMOLYANSKY LUDMILA | 10% Stockholder | Shares: 15000 | Value: $394,500.0 | Percent: 0.098512% | Link: https://www.sec.gov/Archives/edgar/data/1227848/000100027525000144/0001000275-25-000144.txt
2025-10-07 20:45:09 | SMOLYANSKY LUDMILA | 10% Stockholder | Shares: 15000 | Value: $394,500.0 | Percent: 0.098512% | Link: https://www.sec.gov/Archives/edgar/data/814586/000100027525000144/0001000275-25-000144.txt
2025-10-07 20:54:29 | Dunn Evan | Officer | Shares: 20458 | Value: $307,320.08 | Percent: 0.033222% | Link: https://www.sec.gov/Archives/edgar/data/2040436/000197407825000370/0001974078-25-000370.txt
2025-10-07 20:54:29 | Dunn Evan | Officer | Shares: 20458 | Value: $307,320.08 | Percent: 0.033222% | Link: https://www.sec.gov/Archives/edgar/data/1832483/000197407825000370/0001974078-25-000370.txt
2025-10-07 21:27:52 | Atlas Venture Opportunity Fund I, L.P. | Shareholder | Shares: 18039 | Value: $1,249,741.9 | Percent: 0.051888% | Link: https://www.sec.gov/Archives/edgar/data/1816736/000162828025044523/0001628280-25-044523.txt
2025-10-07 21:27:53 | Atlas Venture Opportunity Fund I, L.P. | Shareholder | Shares: 18039 | Value: $1,249,741.9 | Percent: 0.051888% | Link: https://www.sec.gov/Archives/edgar/data/1759241/000162828025044523/0001628280-25-044523.txt
2025-10-07 21:56:06 | ELENI NITSA A ZUPPAS | Officer | Shares: 6000 | Value: $1,839,693.6 | Percent: 0.003661% | Link: https://www.sec.gov/Archives/edgar/data/1636653/000195004725007825/0001950047-25-007825.txt
2025-10-07 21:56:07 | ELENI NITSA A ZUPPAS | Officer | Shares: 6000 | Value: $1,839,693.6 | Percent: 0.003661% | Link: https://www.sec.gov/Archives/edgar/data/1393052/000195004725007825/0001950047-25-007825.txt
